822.0078945159912,4.0
769.7141170501709,5.0
773.7469673156738,5.0
778.7017822265625,5.0
778.5539627075195,5.0
770.1523303985596,5.0
773.0557918548584,4.0
777.3005962371826,5.0
778.144121170044,4.0
789.6606922149658,5.0
784.0075492858887,4.0
785.9842777252197,4.0
777.961254119873,5.0
781.6686630249023,5.0
787.285566329956,4.0
779.4466018676758,4.0
779.3691158294678,4.0
779.6893119812012,5.0
779.7672748565674,4.0
782.5117111206055,4.0
778.179407119751,5.0
778.1224250793457,4.0
781.6598415374756,5.0
783.2252979278564,5.0
778.1288623809814,4.0
790.1577949523926,4.0
785.4084968566895,4.0
788.2680892944336,5.0
785.916805267334,4.0
799.2274761199951,4.0
789.581298828125,5.0
793.9057350158691,4.0
794.1548824310303,4.0
794.1761016845703,5.0
795.5405712127686,4.0
791.4042472839355,4.0
793.9565181732178,4.0
797.2118854522705,5.0
788.4409427642822,5.0
790.5268669128418,4.0
792.595624923706,4.0
792.3970222473145,4.0
803.9147853851318,4.0
801.1813163757324,4.0
800.452709197998,5.0
801.6440868377686,4.0
799.8836040496826,4.0
791.4474010467529,4.0
810.7223510742188,5.0
801.5384674072266,5.0
809.0970516204834,5.0
804.1651248931885,5.0
959.0716361999512,5.0
804.1081428527832,5.0
806.6220283508301,4.0


32 samples, CPU util in the last period for on_msg: 65% / 65%
