1128.4139156341553,4.0
1130.3534507751465,5.0
964.1156196594238,4.0
1046.6196537017822,5.0
1092.9362773895264,4.0
1111.4020347595215,5.0
1135.711908340454,5.0
953.0589580535889,5.0
990.9067153930664,5.0
999.3996620178223,4.0
1088.6459350585938,5.0
1129.1899681091309,5.0
969.5849418640137,4.0
1011.8234157562256,4.0
1040.182113647461,4.0
1079.1330337524414,4.0
1115.750789642334,5.0
1005.199670791626,5.0
1048.1104850769043,5.0
1091.1211967468262,4.0
1110.3630065917969,5.0
1144.9780464172363,5.0
977.1368503570557,5.0
1014.1236782073975,4.0
1100.3823280334473,4.0
1142.638921737671,5.0
998.8782405853271,4.0
1029.388427734375,4.0
1066.0839080810547,5.0
1105.471134185791,5.0
1144.1388130187988,4.0
1029.3619632720947,4.0
1068.5722827911377,4.0
1109.0052127838135,5.0
1143.141508102417,5.0
1012.7272605895996,4.0
1026.4317989349365,5.0
1060.9769821166992,4.0
1145.2343463897705,5.0
979.9480438232422,5.0
980.4365634918213,4.0
1013.1785869598389,5.0
1039.3123626708984,5.0
1066.908597946167,4.0
1112.7758026123047,4.0
976.5017032623291,5.0
1009.1476440429688,4.0
1045.0043678283691,5.0
1086.83443069458,5.0
1109.3766689300537,5.0
1147.4342346191406,5.0
1543.9426898956299,4.0

64 samples, CPU util in the last period for on_msg: 67.7% / 99.9%

sampling 
coordinate tf
generate traj
evaluate
