157.53960609436035,4.0
1415.7955646514893,5.0
1583.3055973052979,5.0
1770.636796951294,5.0
1650.1340866088867,5.0
1666.5611267089844,4.0
1680.0239086151123,4.0
1680.9139251708984,5.0
1706.0081958770752,5.0
1727.7376651763916,5.0
1582.2792053222656,5.0
1582.5676918029785,5.0
1581.9149017333984,5.0
1587.717056274414,5.0
1594.529151916504,4.0
1661.0231399536133,5.0
1649.0519046783447,5.0
1656.3138961791992,4.0
1670.903205871582,4.0
1701.8485069274902,5.0
1713.4332656860352,5.0
1786.9877815246582,5.0
1591.9721126556396,5.0
1618.7372207641602,4.0
1613.6503219604492,4.0
1626.3086795806885,4.0
1701.2200355529785,4.0
1719.839096069336,5.0
1749.8068809509277,5.0
1768.554449081421,4.0
1791.8038368225098,4.0
1640.1243209838867,5.0
3423.9983558654785,5.0
2366.0714626312256,5.0
2379.0533542633057,5.0
2388.570785522461,5.0
2380.6869983673096,5.0
2376.2588500976562,5.0
2385.9663009643555,5.0
2421.276807785034,5.0
2378.051280975342,5.0
2381.523609161377,4.0
2385.5063915252686,4.0
2399.5141983032227,4.0
2395.927667617798,4.0
2404.9949645996094,5.0
2389.5325660705566,4.0
2393.1806087493896,5.0
2396.4219093322754,4.0
2403.132438659668,4.0
2399.5237350463867,5.0
2408.518075942993,4.0

100 samples, CPU util in the last period for on_msg: 707% / 99.9%
